Signal Strength (dBm),Network Latency (ms),Packet Loss (%),Connection Type,Network Congestion Level,Average Data Throughput (Mbps),Number of Users,Network Availability (%),Signal to Noise Ratio (SNR),Number of Active Connections,Weather (Temperature in °C),Wi-Fi Interference,Network Downtime (hours),Customer Satisfaction Score,Traffic Volume (GB)
-53.76708935173092,37.54958766141964,0.47197172869228193,2,0.7766503767005578,55.71995637392684,706,99.02000269526117,19.78521722610947,19,19.51564680908971,13.098531377013433,2.286141018635453,3.4815459622223845,84.06917606758736
-47.70013928530442,10.58141340620594,0.36193478298898607,3,0.7784170173724476,41.50124074882598,768,99.59952529982273,35.73933055662261,21,20.453374334179625,10.526862641874311,2.3992001966837027,3.559518334259294,70.63629969114764
-53.38857684876053,29.961958663292005,0.5412071137066023,3,0.7028872480174467,55.64650721503557,390,98.46298145318632,23.563228486291173,56,20.22109967322362,9.580134222803167,2.4799422582337165,4.454072375866649,90.91970602091129
-39.933063762366885,14.098581693197021,0.5525169313262168,2,0.6120129595289907,41.61014437270343,959,100.21905107021573,15.244723677551349,92,19.054180691858228,14.010718849880849,2.362088017027819,4.178516613898326,76.3383613289239
-49.31732334458631,23.353489024979375,0.2611468537522314,3,0.619965936796405,47.37647445839981,440,100.09363312168625,19.128976145114322,92,18.86349785119396,7.536631571746936,2.5972583817373414,7.290130718660568,96.5919993037208
-51.82660775656054,20.971910730372002,0.41656618134173373,1,0.8530172055220521,56.16044397012817,494,98.98774558222819,24.015171318469797,19,17.674766252579435,6.488060350857605,1.7972501281415507,5.002669501998554,67.64457157236093
-49.07659847067546,38.09264698241986,0.4308945622606104,3,0.8435677103799797,42.96203280013956,573,98.78054502462567,25.41426477088415,10,15.092983826328124,6.8688727823100955,2.7292787401801313,1.6072594171857983,53.102744158930975
-56.73563144764848,31.168301741721837,0.5118350201123436,1,0.7122555156950771,56.50536488977602,238,100.0846131491411,11.977935081444436,66,21.62163057556867,6.982897072668595,2.0618067128471904,4.280699124111354,89.73918876917008
-54.85807019255326,17.144089992439724,0.4196639567234306,3,0.6484365965919673,55.52994157671368,290,99.41693886286764,12.914442131336273,80,17.240390559937723,11.24680865421321,2.4367671482699027,2.156402229508524,83.62945674399938
-43.99793046027787,38.800659629573424,0.49618654311753596,1,0.836862342269851,47.29049326623056,667,99.52991906860143,22.34983114711811,20,30.302608502595707,9.096475827330421,1.345488496936706,3.585078905372121,80.64138817521624
-53.28447139485698,15.661941760715855,0.4789465059647008,2,0.630549683861519,61.617832013557894,618,99.51194222343022,16.811293766614085,62,15.311222241714969,12.950538581087413,2.3315255211349517,4.176030462638422,84.72653395808528
-55.234554913409696,33.301137904709435,0.4840850528462272,1,0.7228849208095907,50.777843419771145,150,98.84297788639815,16.108952673400513,13,19.97984183060265,11.381536816713748,2.077118487963201,3.5392804396253243,61.31506830581656
-47.31673623736357,21.85989330708444,0.4283605706299254,3,0.8351957305398459,61.0227652658535,650,99.89272939753586,20.93539508267832,70,25.670381182812694,11.095538521211735,1.8496710204154347,1.8087382009182607,91.01428140289637
-44.071479226685014,26.3432291746948,0.43610149459333225,1,0.6163661500335371,67.93464924877179,397,99.72443827120412,23.95380771358533,94,11.292234280171872,4.790902142706175,2.6471534207933494,4.059274048831378,102.08980841568648
-46.405233446674664,35.04270748038384,0.3919732940219307,3,0.7829223585637112,47.58698978298688,171,99.50938636067065,18.805351093860594,95,25.870082551962444,11.717391976375946,2.11221792009222,3.4374136060237928,77.50433578693477
-45.01976157097092,35.21449399059529,0.5380067440573832,3,0.7520560795843869,56.44954984027397,355,98.36555109830317,10.284730459566612,19,17.87710902431863,13.748380398166354,2.100822576544161,4.64168507770203,57.82291155996033
-53.78397544284731,43.3696907355596,0.5571102628591368,1,0.6960483457768438,43.62432074677125,408,99.75180496933396,17.357131588160392,96,16.594605667102176,10.310390735321091,1.285697441327804,2.1031178248690887,75.94999651115094
-57.10905333370922,29.177463003285467,0.4229382049874661,3,0.6006566400866884,39.67185590491802,190,99.6891016959819,14.19797365209886,14,24.924793990110913,7.099945129221085,1.6569634541058698,3.2726050277175553,54.25829211478059
-42.493331740222565,33.06450862963341,0.6520640096017045,2,0.6275560239896724,48.045403426135714,248,99.45279904999832,22.80862428772362,70,25.494896081614396,5.343171312058095,2.092000834721477,4.814637130636711,73.39553867549398
-51.61339919421068,25.622626775956753,0.4685398552557951,3,0.7289451072850658,36.37399720250537,129,99.98262605785645,30.252484953131336,85,16.46974157983944,12.987917469289929,1.6628328347135255,1.770094309845843,76.43626645889616
-51.254165082275236,31.819898826227977,0.653018562379656,2,0.5576663205118613,40.6239222035269,561,100.06447725790696,21.43959425400011,39,20.32383397226418,10.306357767628194,2.7259848880606325,4.476378825708316,67.27715711233068
-43.35902929075471,34.394860480085114,0.43578728261683963,2,0.7130743859018249,55.91432599321068,734,99.66784306607863,22.205067260999698,66,28.04114472865727,5.921446494044442,1.853297328605747,3.2208095311059077,87.68996673916122
-47.2188499529967,29.01690152545624,0.2973422223400565,3,0.7541050984061662,44.863509845511615,484,98.74395901394425,24.065004082558275,42,19.780092134112707,11.14591719872453,1.5179593372457063,3.7661155737903855,88.48603328162321
-47.720561139591965,11.962495159075036,0.5402197824912351,2,0.79852201728091,57.105140871218616,848,98.8673357318891,26.740231219072314,46,16.978719873514656,9.93480264926258,1.4418677765578272,2.855896911869592,79.64330961489
-39.174988275494584,33.31470896330895,0.5248545105118987,2,0.5601642925539777,52.99411938017487,891,99.151144240057,17.090723713871498,91,21.37766788986196,14.767817066594905,1.9333271720112568,3.6858704218127136,102.88689116598765
-53.21759115190071,33.64561477355457,0.5034393795307583,1,0.8316247297161273,68.51154062019116,736,99.37570684522804,19.735311195906753,77,21.532716649763145,7.5845266055772935,2.4256572863593666,2.953816530357913,118.20005571171099
-45.36079935959381,23.19826523652049,0.4357767521556011,2,0.8695363494179935,55.243372855760455,745,99.92076923966266,24.742319685615662,32,20.706210449957815,11.118322364543827,1.5302795358896824,2.7749863529035337,89.52247396740982
-49.71493437551458,17.15612963927486,0.4965427774514181,2,0.7410151567713593,61.14218070279314,617,99.66472350197907,15.291511869578612,79,24.244326890820275,13.558881568165996,1.4773041578959973,4.808779780479493,95.1488719103205
-48.65703860568372,44.75879150503965,0.44887405421304727,2,0.5961951418575339,54.018846631275466,994,99.41712214768259,12.454828778093106,16,18.779362538195308,11.384427955470288,1.711927739551903,3.8653693663528825,73.96669996686882
-42.35765786793734,34.91445510894402,0.46976504336682495,2,0.6671890711639759,53.11393501078073,472,99.8144893395095,17.67468285643288,28,25.152144358799745,9.528839430078914,1.9662884385162873,4.241521711273199,53.509871163473306
-47.46082121855188,27.709189690782903,0.5841632255765075,2,0.6952402754881493,61.64733042113315,296,99.11230355657389,26.28196204502918,24,20.152378167856337,8.987964738344214,1.4714649374508086,4.06668318586473,45.96794905531492
-47.30851960475184,18.629671168525128,0.5184217229530094,3,0.7270463508730556,56.68797465865265,289,99.81346207896638,20.702524361476165,95,14.800031509660212,9.063778888001117,2.0606296034580294,5.286913681678891,86.04202554594755
-44.637463313450986,21.78185171578654,0.5609951387331977,2,0.7021981552643602,52.10063612957428,902,99.6138697041536,17.66872458445295,41,29.94565600962077,8.478288261484714,2.7781986110804224,4.381880454611166,100.66064895957733
-51.82476364771443,43.02590396786232,0.476813149337421,3,0.7281165142894617,52.056546659297176,995,99.7616054986998,25.078674175127496,88,14.292218313863758,7.897937667973654,1.9931499868307812,4.515680606165064,92.8976025209438
-54.19604833669503,31.37661940868046,0.4657982654195225,3,0.6909253242660877,55.38229311830416,847,99.92312411310363,22.76740258933147,68,26.141561569119354,13.410892063105091,1.7959997098647897,4.720973588707888,79.3920863704435
-55.224045970105166,24.494129329992933,0.38465174691113563,3,0.7265107094512243,43.28626480540115,178,99.47621075278195,16.115233824746415,79,21.193358249505263,13.14630465079694,2.559147966126829,3.141205753752523,70.24952285185944
-59.83178294688001,35.09689231224656,0.4629963387431803,1,0.6539476578838685,42.86200533861302,646,98.5044658485389,19.050847605866807,79,22.103412963475282,12.183672403487305,1.4240837793216787,5.7776936857858985,81.09104972405882
-39.71896435029839,21.856018125536764,0.16788854444108608,1,0.6661813283017531,64.25405932372932,915,99.17044492842128,14.879265376424785,15,17.639776081165007,10.664717108774656,2.2653143739836725,2.665737133204654,88.90324409063547
-55.516041828608415,45.00843030280379,0.4409778033694365,3,0.6423974829523331,68.64413663859997,981,99.89082429684034,20.71692867042488,85,19.570759679018725,10.563709153094292,2.013403759474287,4.293075249746379,119.30393298024595
-51.10626811792886,43.528005348967255,0.4918125822809161,1,0.8917259534504072,40.71117541589834,972,99.21756932331084,23.181683131659497,75,25.980466641186645,5.30528181470295,2.846261469931985,4.287529635881014,80.41822181283311
-51.3840664994446,25.334259287972234,0.5563673654270156,2,0.8463900786174322,43.31005567560296,171,99.16777798616837,7.709868069168484,98,16.455798417448005,12.089589128243569,2.6270526531567113,6.378159873074507,91.87881341405269
-48.462966510954494,23.713297529691395,0.47313221224750435,3,0.7555294190013615,61.42522819504145,142,99.53112218367883,14.89912954857304,13,19.485559904422388,10.038110180653154,1.0221265660134478,4.401141746430313,71.6762845126586
-45.921313937303516,3.8186680130772004,0.5347673542245,3,0.8325308997267739,55.335199931423965,902,100.04669227588843,28.392978712716435,79,27.282512018575176,6.409134767210544,2.1046757153572733,3.228415844998988,89.43556919775845
-45.69763255820127,15.18419228448632,0.28202113386097544,3,0.7798461338977882,56.764281053209224,232,99.72900657057241,18.32228076993373,66,19.069558514387456,13.145197623998603,1.2703457395805713,3.365178395452127,70.70207324314097
-52.91538719284469,16.60530225042244,0.49431631477930504,1,0.7181271159514054,58.96601294853057,898,100.37039005840745,28.293558132506774,70,22.143677892919087,9.51496324700327,2.570327859717023,3.553246298558444,80.59605179839029
-50.83560856893206,31.35190340987386,0.3320497207086597,1,0.5494428658980316,47.59267838255924,205,99.70075511996862,13.624701825040955,65,22.55219230795869,12.24908911363112,1.523570540712359,4.108941235072787,84.9055498906679
-48.5871002475585,26.737662955586405,0.37916964843406675,1,0.6737836079874859,53.29969924990186,770,99.6814309272071,17.341030783006644,23,17.648331543112263,11.317594067650443,2.393500507436931,4.1868729234931985,73.09674066487611
-51.24345563091774,16.546645125847586,0.4812834452136139,2,0.6664962107981648,52.521921506980924,456,99.38315004946769,21.08827780911198,92,24.117959539839447,7.281800787900124,2.5757449962032197,4.398520603093881,84.96493103194625
-41.96327211990004,27.188359575354426,0.6276263987873555,1,0.5866924826907842,41.415083997545395,107,98.72430569048099,18.40705286468211,16,21.633278456445847,12.23913163824162,1.089123379414939,4.026422249101184,56.976605696523535
-47.54512524180874,35.05337147647349,0.5371206763470059,3,0.5513837725393383,53.150909432157036,873,99.57364903423293,26.327254535263464,63,17.99398500408963,7.996506638932459,2.73676913346884,4.52947414892494,80.13081496312265
-46.32561106975091,35.27839349915587,0.5018230997137118,1,0.7492719346567025,62.37710696149668,442,99.52075785500776,19.408251502081697,91,25.163415028991977,5.007417905778784,2.561456104358128,2.8582585839276007,113.10857057361738
-46.68559365666294,11.003297191411189,0.49804696105328977,1,0.7324504322370813,46.658667611566386,536,99.83178183076184,23.560433454116144,67,22.7260328575026,12.229112199630393,1.4733255620000474,2.3925094881087943,82.69931503042709
-44.13263071257337,28.71736519516169,0.42863711067955323,1,0.5832603019932388,51.525692487409344,179,99.65243380240547,14.539900592449603,70,21.651786362342587,10.60122811764569,2.5806563927220427,5.1020598137660125,81.41354298070695
-49.09489220648147,16.166592230283896,0.4456016586627316,1,0.625412149356381,52.06708916010856,655,99.63462091249934,21.321989178974604,81,20.447531534375013,10.33700039303401,1.4005967462383015,2.4089238757995486,88.66223685535175
-56.48415973977923,39.01728697140274,0.5427376045470798,3,0.8161222273154163,47.15335449564729,788,100.0677818746008,18.43107999236922,37,14.669849084116299,12.26887097182779,2.454282045706018,3.9120942843782935,62.55633974094315
-48.00156024123679,37.84146416353499,0.36146394815555055,1,0.6122303486483439,56.76901237694358,491,99.36943591239327,14.992715007558303,94,21.233691802882163,6.5597165342702155,1.9543856769085817,3.186772019198548,106.778795993641
-53.25678446895915,21.019727736755414,0.5593054050283022,3,0.7170798903933802,43.199343687450124,675,99.91930149614686,22.332778843192738,64,10.892146064341542,7.144515555117829,1.290164215680039,5.761691861396839,101.84409653432226
-52.64308340874879,22.339547975996002,0.4611492932881147,1,0.6810221700432019,63.326455186959336,999,100.1442481307486,26.810919938248755,83,25.690352654921313,6.662874188326841,2.738068583417653,5.885146852820981,93.80350564465152
-47.068179906224536,25.387329495016928,0.5825557074869565,2,0.7506363471062062,56.262055616322456,387,99.22319975153661,17.023705397152263,62,16.22566365530562,8.583588972395445,2.736839558304416,4.013010112291255,73.67078299974969
-43.80858464283182,7.472066052686607,0.5961093457232083,2,0.6143892347343569,40.632313993271055,920,99.29594588124691,22.113886293505956,92,24.69720110433776,11.001055038871774,2.0962212342877895,3.689886009145485,82.33048131420448
-49.89364211631969,33.35968173440577,0.332691598749426,3,0.7090083477540107,66.98009684886253,212,99.11594976816512,18.924521725174014,53,14.988717047248358,16.11509551919992,2.01123639544814,3.7478708610332894,74.354674868819
-48.45583493700518,27.271554536598693,0.4418419236772782,3,0.7168722577345876,51.681014612615954,930,98.82125242032245,20.53580623770441,37,15.520148695684394,9.272175390327243,1.7994689624201297,4.193258845561515,97.37644939167677
-41.48892527682381,39.70175082567859,0.4144472312059376,2,0.7230180806229219,42.77052482764948,981,100.42192206616119,24.199306132896254,55,18.291568614484866,10.490366809953471,2.2766113952365914,4.855267122406703,76.74870690832196
-48.79623410255716,19.015907820374473,0.3187272034926857,2,0.7079073857962612,61.04554524991191,819,101.09254724107993,27.208920292980345,58,31.31934739341982,5.71931709391581,2.2044183402904007,7.3678411638818275,113.61054630459279
-36.991584429098026,23.808770517500683,0.3967466723790589,1,0.734460932059411,54.94671519448025,325,99.60523956191805,26.209386578080142,76,19.818904088338954,8.352901703104347,2.763181364175624,2.9412212942528697,106.53819464402399
-47.172451771842276,14.934747419608847,0.744125584526534,2,0.919177033205081,32.28040295765962,432,99.3346847179422,16.25211192622068,36,30.37804677402395,3.8295885256353923,2.1051011587975825,4.241987597605067,68.1636646091387
-58.80381379577909,19.95709436505747,0.560950989621244,3,0.9561297776771105,44.74339682756146,516,100.36894175910899,13.27856756136225,90,24.317572837042512,16.836920873358164,2.699929471601594,3.8453166747744687,87.28334654374723
-46.23329189447734,18.18018003931781,0.6917287968605754,3,0.6360783859213278,52.79097337221544,377,99.80051229149535,9.943007756799961,88,20.703888152805117,4.324584934422072,1.0697852064937412,3.47945446178883,97.76644019782137
-48.09420807558611,39.959736788464454,0.5829098440018335,2,0.46817570196475006,28.404333223573413,994,99.12291155589824,23.16511198247654,48,22.864885694568997,8.447287021893652,2.4052225234888582,3.5650475805155826,68.98399918244344
-43.55123622958627,23.017381512486075,0.4258156838991525,3,0.7595495300721973,50.85070085387394,898,99.0608892094558,17.36852828860266,95,23.67124617286801,9.568905892274543,2.088983760546451,3.8891393447984437,88.22511114587213
-46.634093243650206,31.241756847446133,0.46182288033259566,1,0.7186252459901266,51.579793727052596,891,99.90943769753056,25.311597925543694,93,24.219356186811964,15.305459065334723,2.1794909199837655,4.1966585293457515,99.15609517174944
-50.69227991991887,26.192365961381956,0.5588436180240307,1,0.806104185918358,38.16508117624178,102,99.69156640473638,14.826681649757612,36,28.62617150533202,10.671499711118827,2.909235650938154,4.375506922084071,42.68086371279553
-56.12149118144683,17.305347339871872,0.5437506203473036,2,0.7284885899715317,52.706448862599636,644,100.06116209159998,22.23100349647076,44,22.432771011007933,5.786009167199598,2.5535609093085063,4.499483023727928,69.51534247636822
-51.04511628643013,28.316995768283572,0.44226579842916663,3,0.7058603939525718,50.07463839125033,577,99.85188352492776,11.148729947745721,56,25.067709782480797,9.094453870390211,1.8248361113425027,2.596754528008441,88.24175333393883
-54.2526022710465,35.99103331863595,0.3490006829420793,2,0.8128906595877222,38.087058941149856,509,98.88968928437902,22.52316694219804,61,31.787272529307277,10.18290300805099,1.5738611318185822,3.3265714016534815,75.26109222713501
-52.90261724902361,17.922406074566478,0.8287761187388739,3,0.8268780588413842,59.19560546862825,406,99.1131860360791,21.95649757169341,78,14.155530014520885,8.063482293560362,1.0418349379267324,4.542386556921332,101.18325853096232
-47.057107977896955,38.09112790731379,0.4858850327657194,3,0.5613439941219001,58.37853794767805,313,99.06108168979799,14.502350513680643,75,21.421014749774955,7.773111119133996,2.2251765990396373,5.439280792273074,84.10890659766339
-41.65047747824297,21.502790785223038,0.467426110681738,3,0.6183393812860416,47.10262913147639,129,99.60850965139808,20.96120938061435,50,26.00572254571847,7.554972322887762,2.6149631770907718,4.47704761410085,86.66207003607164
-48.0266423508851,25.170160739271594,0.5113334463905301,1,0.6894407040711321,48.014186766081764,518,99.43837048458049,30.34671972677082,59,15.069582214849392,7.641380582752677,2.6340388123180043,3.6998193190334945,72.72232199248664
-55.97941531017592,35.30683123010048,0.47572714106889713,3,0.7098437623924583,57.262639375953455,636,99.27216509752431,23.440093039950305,54,17.146849143801134,7.206335067978455,1.7982146574548068,4.4732050381497395,93.25066315987856
-47.7769866588993,23.36563842780512,0.5122728907705484,1,0.677401679664775,47.993368568881934,127,99.34451093537388,34.77580267007757,29,17.298109025716478,7.311288434651209,2.6254291140035333,4.255498609825561,63.389007845264416
-44.01684256677174,30.375748593358654,0.628694728611642,3,0.7434207177861886,30.690917994798454,708,99.83701337763442,20.76607159318602,80,23.915274621800332,8.966722072289723,2.6352983966431482,2.9520698220028816,91.5837596863469
-53.04891452159691,26.853091712119074,0.4875451520313576,2,0.79961047893171,54.869365573999275,186,99.40954602398047,22.89070761795379,45,24.629264505703734,12.200416802771707,2.4829753349114174,3.823758518282164,62.44489851530291
-50.67008583336459,31.293680067038185,0.38372895606722385,1,0.8722709710720727,41.867406792614915,125,99.1594802641422,17.619084545852612,81,17.588793586787485,6.131755204295022,2.0262464017061923,4.1721208876536915,83.5018385924465
-49.92655902635401,6.192608944765027,0.4838356205521389,1,0.75789130237729,46.10156945582406,219,98.84737789455735,21.231464599072527,79,24.142001935441463,7.514550532194111,1.9773610075178598,4.719659709279966,79.39990758995309
-53.9244915654112,11.703181847919172,0.4535598218590089,1,0.614766632154689,64.57870567951475,812,99.04854648849071,15.119384898776614,33,18.75742177447158,10.11504279942767,2.267518016356984,5.4217746733198755,74.68494079169531
-46.7585978307807,36.15967006046838,0.6423898937246851,2,0.6852623774802181,48.66021525991202,491,100.03409122038919,24.527766670206983,45,28.279034803861084,11.515633992644247,2.341140165435281,5.789496492587662,96.6485237819252
-50.60474074303891,40.37181405649051,0.6171119064737571,1,0.6924647758740443,50.017349358738734,456,99.16590332802527,15.972143706182532,14,24.55667669797473,14.390222640920925,1.7627159102157828,2.3286594104558516,64.12198245731405
-47.90233778046486,20.895132964684787,0.5107525000430799,2,0.7514640239981158,55.096672754635975,452,100.40687291268874,28.331092031034053,93,25.673327737555457,12.060926986911156,1.8190940895441234,3.8116376464686064,99.09268910026802
-54.4374608890105,27.559716478288657,0.3721264145180744,3,0.7388168033433942,55.05333943874032,114,99.81478331623492,13.269215884684835,29,29.944668447530688,10.408355453482564,2.134502160858265,5.495830673732381,69.31291693134092
-52.187291501617054,32.94719252902301,0.3774107736560054,3,0.905039665111151,40.808022326222165,404,99.09175205870767,18.475912116142908,62,25.461056129402106,9.855148034056473,1.6907297430707733,4.773373602800138,59.594872814677004
-46.38809321086114,36.93217601658704,0.5015123261584553,2,0.6538486864745091,49.397014844656255,353,99.19368488115437,18.755505529503463,49,19.151339534798534,9.568764409102004,1.7458216254442331,4.822097795473518,84.57779033356371
-51.86416576045883,9.723227283291514,0.5336322969321281,1,0.7384750533766803,50.361525279258274,722,98.445621612769,14.410010563345507,59,22.618755476227452,6.445942668160041,1.1200685339537824,3.2711849968735045,70.25341469101477
-41.36518074383297,21.13959753021623,0.4625377180673945,1,0.9354711397744091,52.72026896628827,619,99.28011685169079,21.173146933400094,83,15.443428415005833,11.121975691568965,1.4954655725752468,3.310387047599421,88.74388520016436
-51.99818092807301,26.67420620150125,0.4519830415792766,2,0.6414793103096398,52.892219409166195,952,100.47426302122291,17.33282328190258,76,16.482923535171444,8.630021501628406,2.3722216206523887,4.658924371582463,98.82018761673966
-48.87657637124057,37.03140197236049,0.4407200766821353,3,0.7145148696170355,75.87441228777458,739,100.31660620798944,27.02133444146053,44,24.979186122257175,10.39322701272951,2.5035267772368575,3.521608404086881,96.6137971601352
-45.33704584063455,54.98430483721495,0.49766060397560535,2,0.6055119498875984,38.24140229412755,285,100.3042012611565,15.939049221788247,73,30.368638905572578,7.135168328918883,1.9803736685889828,2.8647550028130495,83.06212136365887
-57.09182866466516,27.719942731902822,0.2617237647926935,1,0.7082086899627431,59.80091620197956,486,99.80462960362803,22.105023245492823,46,27.365248609189592,9.65917643218352,2.39538895569009,4.1018210124960035,55.028030129978724
-58.80404405990388,15.930225378960113,0.389867337123029,1,0.6219782851862358,61.83375805833059,599,99.41104202027414,19.57004675296231,54,23.708447730677438,7.154695652870277,0.8843835535237503,3.806805659349177,69.00547184030637
-57.628281572850476,34.02268077201298,0.43729491545526494,1,0.8046800903491346,54.927839739235274,113,99.54890322542549,18.93334423438109,47,14.482647419419425,11.53622280904056,2.2140311635556746,4.868743951123693,76.15754524471784
-43.68707948286409,43.2099578954071,0.6207503194951921,1,0.7147318859031395,43.49684605126925,329,99.77235775030476,20.45739481949418,96,22.67528324241706,9.163157479635737,1.2703868220795251,4.411234509710851,84.63544014192334
-52.759290729462236,31.08014120979501,0.41861863580710706,3,0.6064602740017706,66.64668030267626,190,99.49185812083394,23.5411883933622,94,16.97079754531642,10.463294699155,1.5800288225149852,5.934418724630427,95.97367585727555
-37.20900357165874,20.933514548457072,0.5180468141831206,3,0.7840567697791672,28.080171352598022,503,99.10695786377603,10.5634155423796,36,23.947691124168713,8.61910349356899,2.3246214949602635,3.0103979149816835,67.54864277348018
-52.82123799328694,39.579939414800194,0.5226542750930996,3,0.7179666038871587,43.16733302782173,604,99.46402401742984,20.23813625461906,74,15.377562240820957,11.997222533648921,2.409548240143661,4.0434334957993725,72.50019764124856
-49.077243484014815,36.63545618498435,0.6297916505660762,1,0.7952818777223455,61.71682197222811,103,98.82362219814215,15.871078871211203,82,22.816825037252524,11.002514408243558,1.0473443944992336,4.565703640441327,72.80255202364
-42.28945023716062,19.739191558043757,0.626257740696415,1,0.5852337372052251,46.29888396577482,763,99.79737485492723,16.25093853634709,12,19.413306903950406,7.423081756910538,1.1662706311578668,4.528290770927287,78.19777560278555
-39.96953555920439,33.81425617534342,0.49424970312050837,1,0.7368824412248661,65.96464524800186,318,99.0455732500603,21.217972429657305,68,22.42506487476108,7.183716959808121,1.6645729164561023,4.25659351791149,84.68276669221201
-39.69248211681801,39.97265567658873,0.4524515258810557,2,0.7773341694644709,34.881952553215996,687,99.78483728960929,25.50007535932292,39,19.34726885974793,12.541570049914412,1.104095584721978,2.25774419192408,74.85774387864069
-43.95816884703429,41.818900425588936,0.43361668971743095,1,0.6576622509764263,38.87898106051992,895,98.95991357616393,27.75564451310855,25,14.174012479051168,3.0532543646421875,1.7930727152562593,2.037603564640762,74.89234932940526
-44.87968737094269,29.33551024690544,0.4758936777534219,3,0.5740997273031848,44.68361829873025,966,99.41686289340593,17.0908979788914,38,27.1193907969837,14.065166555665034,2.433333986355444,2.925135432693382,68.91527462649464
-47.03736525399408,26.41920553820681,0.45659666456764003,3,0.6958392504629606,54.173992775365285,315,99.6374976660177,5.756516841527654,79,20.517032041628028,7.752399930039495,1.223971289583456,4.496445221006065,81.16875798379785
-46.10819461916681,42.27273822081263,0.5553627409358232,3,0.8228115293780929,47.779798496199774,258,99.41799854102267,20.351025290931798,87,19.835951192658147,11.871174814675738,3.0063510016373876,2.1007966155605455,95.26222475583094
-52.755928581642664,17.89839497019115,0.5420309817485205,2,0.8125930330634056,45.09600747437579,862,99.81990004397106,10.909327294054096,83,21.304060780269136,11.055227285099068,1.8696555212319086,4.660846130698393,91.32721296617879
-54.09099441711154,34.38579290921005,0.5591801191145016,3,0.6571571565244423,64.20396431098524,678,99.72384706567809,22.206532376763718,97,18.718766212248283,8.839471516250132,2.1860955658300876,3.697082957385269,99.82660082742314
-50.01687228705476,16.299733726355708,0.6259283711436169,2,0.5716914563623556,65.1344497538915,833,99.28911184395186,15.504258252170654,33,18.708605074609064,10.83816706141592,1.4858404477893847,3.664054290252364,90.72015845837166
-50.85092311262464,40.65376272259603,0.6862869121400177,2,0.6568820279650427,45.85620234292445,803,99.20502137964338,21.71173440612784,16,29.18850653678431,10.112164921838946,2.5206979578192845,5.942810663431821,83.40003602960326
-52.266140246636375,27.419544843888385,0.5124663393407557,2,0.6531522349268087,32.90232192670338,830,99.16941639225041,15.733194764351445,58,22.411073923567173,12.226517461498972,2.116925537452942,5.788072285380441,73.65128904111653
-46.518062762716426,42.68583235647469,0.6099463771395653,1,0.7446446783304776,28.425161708126204,472,99.09755077409847,14.17840296164807,72,19.81320502081825,7.614741304711161,2.1272516631591794,3.326431456164861,94.9017800167588
-45.22347395714745,34.91412756355527,0.46483398161657846,1,0.6894998497095878,52.39290114780356,116,100.54855732091302,14.30127819598856,55,13.698705952968139,11.933197082026261,2.193386363494012,4.774931789767444,78.51302789870576
-49.557965568540766,17.7677976993807,0.6185006983583016,3,0.6246735788262857,56.55955622218798,594,99.18468667018463,21.985028118226044,57,19.43916387631148,4.120075752758795,1.3532925186780576,4.038291194605554,82.1644658012579
-42.61234959472369,44.246277320772435,0.6061509157175844,3,0.8104263067260667,50.629977855785455,718,100.04605271987924,13.390851436926077,34,17.1453634981036,11.688336887419048,2.2052818173499205,4.855467443302558,84.933795802176
-55.70844557066752,45.51245266427729,0.6008415969942992,2,0.7140425867444834,49.290918929192415,565,99.58186781004044,22.729702196003213,52,19.895284823978727,9.926953333963164,2.3521450756629507,3.6087488367127114,101.49288223352988
-50.96829729639859,38.82286492599216,0.5094069841191524,1,0.743541565273094,41.95457385305917,543,99.3223141192349,28.886215401818024,64,29.59650761724479,11.343973011000081,1.2346218096891595,2.6653188668129197,90.73874514910345
-53.58411160301402,22.3841213496378,0.43316418360091113,3,0.5275014565868732,56.54979793913839,838,99.59707663748979,28.35521661277142,43,29.162061529412494,11.734098084661223,1.8652632486777483,3.9581319407789266,68.32749385818887
-59.332683085365304,26.93986045642591,0.36054715621345235,3,0.4575735129302714,66.7818537889891,180,99.62731285093814,12.017645261850955,74,20.69574403803775,14.293202054028106,1.8462400606046754,4.811466379408623,69.25156485826618
-50.413403429213496,31.454272174057593,0.4959962792478901,1,0.5562454218555591,27.83122322664444,878,98.62108864900985,13.263981820005387,37,18.562550779644816,10.28475191420351,2.021202766892923,3.8617049257505327,65.02956894306541
-50.60873754191642,22.962896006685668,0.6533012542249184,2,0.6519456574393224,49.224988112122844,265,99.46114807280244,22.40614249798528,50,24.88944709352777,7.308869126770844,2.3608115918648953,4.82512859405149,93.00292572626289
-42.432751283789344,46.92346572463205,0.4690155098635927,3,0.7576356017613808,40.296516505864,456,99.50319623286558,14.658648773229302,38,27.59315821338914,15.352885621573142,2.409066923144022,5.273607716779502,70.66150753819237
-46.845941577226114,31.44326471726037,0.5785126585460054,3,0.4657753129592701,35.095340059461485,333,99.33546211768794,23.093906178165795,41,20.641578154733732,10.997967587173896,1.9500880210719074,5.178701453361258,55.20075931121997
-55.12093412164602,2.966519528926426,0.5843951400518931,1,0.8592852064371987,38.70024129215584,261,98.438550865251,11.448557131184666,78,32.1040119447632,12.509509463335469,2.4779337584233367,4.470114456380629,88.52915067547816
